cik,name,period,fy,fp,form,revenue,rd_expense,sm_expense,ga_expense,sbc,operating_income,net_income,ocf,capex,acquisitions,cash,short_term_investments,total_assets,total_liabilities,equity,deferred_rev_current,deferred_rev_noncurrent,rpo,debt_current,debt_noncurrent,lease_liab_current,lease_liab_noncurrent,capex_intensity,rd_intensity,sbc_pct_revenue,operating_margin,net_margin,ocf_to_capex,debt_to_assets,debt_to_equity,total_deferred_revenue,rpo_to_deferred_ratio,fcf_margin,total_debt,cash_and_investments,cash_to_debt
1326801,"META PLATFORMS, INC.",20241231,2024,FY,10-K,164501000000.0,43873000000.0,,11816000000.0,16690000000.0,87109000000.0,62360000000.0,91328000000.0,37256000000.0,,43889000000.0,,276054000000.0,93417000000.0,182637000000.0,,,,,28826000000.0,1942000000.0,18292000000.0,0.22647886638986997,0.2667035458751011,0.10145834979726567,0.5295347748645904,0.3790858414234564,2.4513635387588577,,,0.0,,0.3287031689776962,28826000000.0,43889000000.0,1.5225490876292236
1326801,"META PLATFORMS, INC.",20250331,2025,Q1,10-Q,42314000000.0,12150000000.0,,3455000000.0,4147000000.0,21765000000.0,16644000000.0,24026000000.0,12941000000.0,,43889000000.0,,280213000000.0,95184000000.0,185029000000.0,,,,,28829000000.0,1976000000.0,18714000000.0,0.3058325849600605,0.2871390083660254,0.0980053882875644,0.5143687668383986,0.39334499220116276,1.8565798624526697,,,0.0,,0.2619700335586331,28829000000.0,43889000000.0,1.5223906483055256
1326801,"META PLATFORMS, INC.",20250630,2025,Q2,10-Q,89830000000.0,25092000000.0,,7114000000.0,8981000000.0,46736000000.0,34981000000.0,49587000000.0,29479000000.0,,43889000000.0,,294744000000.0,99674000000.0,195070000000.0,,,,,28832000000.0,1977000000.0,18751000000.0,0.32816431036402094,0.27932761883557833,0.0999777357230324,0.5202716241790047,0.3894133363019036,1.682112690389769,,,0.0,,0.22384504063230545,28832000000.0,43889000000.0,1.5222322419533851
1326801,"META PLATFORMS, INC.",20250930,2025,Q3,10-Q,141073000000.0,40237000000.0,,8978000000.0,14537000000.0,71702000000.0,41522000000.0,79586000000.0,48308000000.0,,43889000000.0,,303844000000.0,109778000000.0,195070000000.0,,,,,28834000000.0,2113000000.0,20113000000.0,0.34243264125665435,0.2852211266507411,0.10304594075407768,0.5082616801230568,0.2943298859455743,1.647470398277718,,,0.0,,0.2217149986177369,28834000000.0,43889000000.0,1.5221266560310744
1326801,"META PLATFORMS, INC.",20251231,2025,FY,10-K,200966000000.0,57372000000.0,,12152000000.0,20427000000.0,102469000000.0,62360000000.0,115800000000.0,69691000000.0,,43889000000.0,,366021000000.0,148778000000.0,217243000000.0,,,,,58744000000.0,2213000000.0,22940000000.0,0.3467800523471632,0.2854811261606441,0.10164405919409253,0.5098822686424569,0.3103012449867142,1.6616205822846566,,,0.0,,0.2294368201586338,58744000000.0,43889000000.0,0.7471231104453221
1341439,ORACLE CORP,20230228,2023,Q3,10-Q,36118000000.0,6397000000.0,,1179000000.0,2583000000.0,20905000000.0,5184000000.0,11518000000.0,6782000000.0,,21383000000.0,,131620000000.0,,-2421000000.0,8598000000.0,,,,,,,0.18777340938036435,0.17711390442438674,0.071515587795559,0.5787972755966554,0.14352954205659227,1.6983190799174286,,,8598000000.0,,0.13112575447145466,0.0,21383000000.0,
1341439,ORACLE CORP,20230531,2023,FY,10-K,49954000000.0,8623000000.0,,1579000000.0,3547000000.0,29162000000.0,13746000000.0,17165000000.0,8695000000.0,,21383000000.0,,134384000000.0,,1073000000.0,8970000000.0,,,,,,,0.17406013532449854,0.1726188093045602,0.071005324898907,0.5837770749089162,0.27517315930656205,1.9741230592294423,,,8970000000.0,,0.16955599151219122,0.0,21383000000.0,
1341439,ORACLE CORP,20230831,2024,Q1,10-Q,12453000000.0,2216000000.0,,411000000.0,849000000.0,7203000000.0,2420000000.0,6974000000.0,1719000000.0,,11613000000.0,,136662000000.0,,2370000000.0,11120000000.0,,,,,,,0.13803902674054444,0.1779490885730346,0.0681763430498675,0.5784148397976391,0.1943306833694692,4.057009889470622,,,11120000000.0,,0.42198666987874406,0.0,11613000000.0,
1341439,ORACLE CORP,20231130,2024,Q2,10-Q,25394000000.0,4442000000.0,,777000000.0,1878000000.0,14793000000.0,4923000000.0,7243000000.0,4154000000.0,,9765000000.0,,134384000000.0,,3866000000.0,8970000000.0,,,,,,,0.1635819484917697,0.17492321020713555,0.07395447743561472,0.5825391824840513,0.19386469244703472,1.7436206066441984,,,8970000000.0,,0.1216429077734898,0.0,9765000000.0,
1341439,ORACLE CORP,20240229,2024,Q3,10-Q,38674000000.0,6689000000.0,,1179000000.0,2927000000.0,22628000000.0,7323000000.0,12592000000.0,6782000000.0,,9765000000.0,,137082000000.0,,5623000000.0,8970000000.0,,,,,,,0.175363293168537,0.1729585768216373,0.0756839220147903,0.5850959300822258,0.1893520194445881,1.856679445591271,,,8970000000.0,,0.1502301287686818,0.0,9765000000.0,
1341439,ORACLE CORP,20240531,2024,FY,10-K,52961000000.0,8915000000.0,,1579000000.0,3974000000.0,31345000000.0,10467000000.0,18673000000.0,8695000000.0,,10454000000.0,,140976000000.0,,8704000000.0,9313000000.0,,,,,,,0.16417741356847493,0.16833141368176582,0.0750363475009913,0.5918506070504711,0.19763599629916354,2.147556066705003,,,9313000000.0,,0.18840278695643964,0.0,10454000000.0,
1341439,ORACLE CORP,20240831,2025,Q1,10-Q,13307000000.0,2306000000.0,,393000000.0,1007000000.0,7831000000.0,2929000000.0,7427000000.0,2303000000.0,,10616000000.0,,144214000000.0,,10816000000.0,11455000000.0,,,,,,,0.17306680694371385,0.17329225219809122,0.07567445705267904,0.5884872623431276,0.22010971669046367,3.2249240121580547,,,11455000000.0,,0.38506049447659124,0.0,10616000000.0,
1341439,ORACLE CORP,20241130,2025,Q2,10-Q,27366000000.0,4777000000.0,,769000000.0,2176000000.0,16137000000.0,6080000000.0,8731000000.0,6273000000.0,,10941000000.0,,148483000000.0,,13746000000.0,9430000000.0,,,,,,,0.2292260469195352,0.1745596725864211,0.07951472630271139,0.589673317254988,0.2221734999634583,1.3918380360274192,,,9430000000.0,,0.08981948403127969,0.0,10941000000.0,
1341439,ORACLE CORP,20250228,2025,Q3,10-Q,41496000000.0,7206000000.0,,1146000000.0,3374000000.0,24478000000.0,9016000000.0,14664000000.0,12135000000.0,,17406000000.0,,161378000000.0,,16730000000.0,9313000000.0,,,,,,,0.2924378253325622,0.1736552920763447,0.08130904183535763,0.5898881819934452,0.21727395411605938,1.2084054388133498,,,9313000000.0,,0.060945633314054365,0.0,17406000000.0,
1341439,ORACLE CORP,20250531,2025,FY,10-K,57399000000.0,9860000000.0,,1602000000.0,4674000000.0,33841000000.0,12443000000.0,20821000000.0,21215000000.0,,10786000000.0,,168361000000.0,,20451000000.0,9387000000.0,,,,,,11536000000.0,0.3696057422603181,0.17177999616718062,0.0814299900695134,0.5895747312670953,0.21678078015296434,0.9814282347395711,,,9387000000.0,,-0.00686423108416523,0.0,10786000000.0,
1341439,ORACLE CORP,20250831,2026,Q1,10-Q,14926000000.0,2491000000.0,,376000000.0,1124000000.0,8470000000.0,2929000000.0,8140000000.0,8502000000.0,,10786000000.0,,180449000000.0,,24154000000.0,12098000000.0,,,,,,14094000000.0,0.5696100763767922,0.16688999062039395,0.07530483719683773,0.5674661664210103,0.19623475814015812,0.9574217831098565,,,12098000000.0,,-0.02425298137478226,0.0,10786000000.0,
1341439,ORACLE CORP,20251130,2026,Q2,10-Q,30983000000.0,5051000000.0,,786000000.0,2280000000.0,17502000000.0,9062000000.0,10206000000.0,20535000000.0,,19241000000.0,,204984000000.0,,29951000000.0,9940000000.0,,,,,,16311000000.0,0.6627828163831778,0.16302488461414325,0.0735887422134719,0.564890423780783,0.2924829745344221,0.49700511322132945,,,9940000000.0,,-0.33337636768550494,0.0,19241000000.0,
1341439,ORACLE CORP,20260228,2026,Q3,10-Q,48173000000.0,7658000000.0,,1174000000.0,3608000000.0,27095000000.0,12783000000.0,17357000000.0,39170000000.0,,38455000000.0,,245240000000.0,,38495000000.0,9881000000.0,,,,,,18512000000.0,0.8131110788200859,0.15896871691611483,0.07489672638199822,0.5624519959313309,0.26535611234508955,0.44311973449068165,,,9881000000.0,,-0.45280551346189774,0.0,38455000000.0,
1571996,DELL TECHNOLOGIES INC.,20230131,2022,FY,10-K,,2779000000.0,,,1622000000.0,8869000000.0,5563000000.0,11407000000.0,3003000000.0,,9477000000.0,,92735000000.0,94315000000.0,-1685000000.0,15542000000.0,14744000000.0,,,23015000000.0,,,,,,,,3.7985347985347984,,,30286000000.0,,,23015000000.0,9477000000.0,0.41177492939387356
1571996,DELL TECHNOLOGIES INC.,20230430,2023,Q1,10-Q,,688000000.0,,,232000000.0,2197000000.0,1072000000.0,1777000000.0,701000000.0,,8607000000.0,,89611000000.0,92636000000.0,-3023000000.0,15542000000.0,14744000000.0,,,23015000000.0,,,,,,,,2.5349500713266764,,,30286000000.0,,,23015000000.0,8607000000.0,0.3739734955463828
1571996,DELL TECHNOLOGIES INC.,20230731,2023,Q2,10-Q,,1393000000.0,,,468000000.0,4221000000.0,1583000000.0,4991000000.0,1497000000.0,,8607000000.0,,89611000000.0,92636000000.0,-2772000000.0,16174000000.0,14744000000.0,,,23015000000.0,,,,,,,,3.334001336005344,,,30918000000.0,,,23015000000.0,8607000000.0,0.3739734955463828
1571996,DELL TECHNOLOGIES INC.,20231031,2024,Q3,10-Q,,2085000000.0,,,703000000.0,6655000000.0,2051000000.0,7143000000.0,2244000000.0,,8607000000.0,,89611000000.0,92636000000.0,-2664000000.0,15542000000.0,14744000000.0,,,23015000000.0,,,,,,,,3.1831550802139037,,,30286000000.0,,,23015000000.0,8607000000.0,0.3739734955463828
1571996,DELL TECHNOLOGIES INC.,20240131,2023,FY,10-K,,2801000000.0,,,1622000000.0,8869000000.0,5563000000.0,10307000000.0,3003000000.0,,8607000000.0,,89611000000.0,92636000000.0,-2404000000.0,15542000000.0,14744000000.0,,,23015000000.0,,,,,,,,3.432234432234432,,,30286000000.0,,,23015000000.0,8607000000.0,0.3739734955463828
1571996,DELL TECHNOLOGIES INC.,20240430,2025,Q1,10-Q,,763000000.0,,,225000000.0,1632000000.0,960000000.0,1777000000.0,701000000.0,,7366000000.0,,82089000000.0,84398000000.0,-2404000000.0,15527000000.0,14168000000.0,,,19382000000.0,,,,,,,,2.5349500713266764,,,29695000000.0,,,19382000000.0,7366000000.0,0.3800433391806831
1571996,DELL TECHNOLOGIES INC.,20240731,2025,Q2,10-Q,,1543000000.0,,,448000000.0,3650000000.0,1806000000.0,4991000000.0,1325000000.0,,7366000000.0,,82687000000.0,85484000000.0,-2404000000.0,16174000000.0,14138000000.0,,,19012000000.0,,,,,,,,3.7667924528301886,,,30312000000.0,,,19012000000.0,7366000000.0,0.38743951188722914
1571996,DELL TECHNOLOGIES INC.,20241031,2025,Q3,10-Q,,2288000000.0,,,675000000.0,5721000000.0,2938000000.0,7143000000.0,2029000000.0,,7366000000.0,,82089000000.0,84398000000.0,-2285000000.0,15318000000.0,13847000000.0,,,19410000000.0,,,,,,,,3.520453425332676,,,29165000000.0,,,19410000000.0,7366000000.0,0.379495105615662
1571996,DELL TECHNOLOGIES INC.,20250131,2024,FY,10-K,,3061000000.0,,,931000000.0,8869000000.0,4592000000.0,8676000000.0,3003000000.0,,7366000000.0,,82126000000.0,84398000000.0,177000000.0,15318000000.0,13827000000.0,,,19363000000.0,,,,,,,,2.889110889110889,,,29145000000.0,,,19363000000.0,7366000000.0,0.38041625781128957
1571996,DELL TECHNOLOGIES INC.,20250430,2026,Q1,10-Q,,808000000.0,,,210000000.0,1651000000.0,997000000.0,2796000000.0,596000000.0,,7700000000.0,,86869000000.0,89893000000.0,-1482000000.0,15034000000.0,13116000000.0,,,23936000000.0,,,,,,,,4.691275167785235,,,28150000000.0,,,23936000000.0,7700000000.0,0.32169117647058826
1571996,DELL TECHNOLOGIES INC.,20250731,2026,Q2,10-Q,,1593000000.0,,,401000000.0,3924000000.0,2129000000.0,5339000000.0,1278000000.0,,8145000000.0,,89176000000.0,91942000000.0,-1482000000.0,14853000000.0,12859000000.0,,,21535000000.0,,,,,,,,4.177621283255086,,,27712000000.0,,,21535000000.0,8145000000.0,0.3782214998839099
1571996,DELL TECHNOLOGIES INC.,20251031,2026,Q3,10-Q,,2345000000.0,,,599000000.0,6415000000.0,3677000000.0,6511000000.0,1917000000.0,,9569000000.0,,87479000000.0,90099000000.0,-1482000000.0,13787000000.0,12459000000.0,,,23849000000.0,,,,,,,,3.396452790818988,,,26246000000.0,,,23849000000.0,9569000000.0,0.4012327560904021
1571996,DELL TECHNOLOGIES INC.,20260131,2026,FY,10-K,,3142000000.0,,,878000000.0,9944000000.0,5936000000.0,11185000000.0,2756000000.0,,11528000000.0,,101286000000.0,103756000000.0,-1482000000.0,13673000000.0,13596000000.0,,,23513000000.0,,,,,,,,4.0584179970972425,,,27269000000.0,,,23513000000.0,11528000000.0,0.49028197167524346
1645590,HEWLETT PACKARD ENTERPRISE CO,20230131,2023,Q1,10-Q,5114000000.0,623000000.0,,,140000000.0,1026000000.0,513000000.0,-76000000.0,794000000.0,,4163000000.0,,57123000000.0,,20011000000.0,3533000000.0,,,,,,,,0.12182244818146265,0.02737583105201408,0.2006257332811889,0.10031286664059445,,,,3533000000.0,,,0.0,4163000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20230430,2023,Q2,10-Q,9356000000.0,1193000000.0,,,266000000.0,1914000000.0,919000000.0,303000000.0,1482000000.0,,4163000000.0,,57123000000.0,,20366000000.0,3621000000.0,,,,,,,,0.12751175716118,0.028430953398888414,0.20457460453185122,0.09822573749465584,,,,3621000000.0,,,0.0,4163000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20230731,2023,Q3,10-Q,13587000000.0,1771000000.0,,,357000000.0,2762000000.0,1383000000.0,1585000000.0,2153000000.0,,4163000000.0,,57123000000.0,,20622000000.0,3654000000.0,,,,,,,,0.13034518289541475,0.02627511591962906,0.20328254949584162,0.10178847427688231,,,,3654000000.0,,,0.0,4163000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20231031,2023,FY,10-K,18100000000.0,2349000000.0,,,428000000.0,3609000000.0,3427000000.0,5871000000.0,3122000000.0,,4270000000.0,,57153000000.0,,21182000000.0,3658000000.0,,,,,,,,0.12977900552486188,0.023646408839779004,0.19939226519337017,0.18933701657458563,,,,3658000000.0,,,0.0,4270000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20240131,2024,Q1,10-Q,5114000000.0,623000000.0,,,141000000.0,1026000000.0,501000000.0,64000000.0,794000000.0,,4270000000.0,,58602000000.0,,21416000000.0,3718000000.0,,,,,,,,0.12182244818146265,0.027571372702385608,0.2006257332811889,0.09796636683613609,,,,3718000000.0,,,0.0,4270000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20240430,2024,Q2,10-Q,9356000000.0,1193000000.0,,,266000000.0,1914000000.0,919000000.0,1157000000.0,1482000000.0,,4270000000.0,,59711000000.0,,21680000000.0,3783000000.0,,,,,,,,0.12751175716118,0.028430953398888414,0.20457460453185122,0.09822573749465584,,,,3783000000.0,,,0.0,4270000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20240731,2024,Q3,10-Q,13587000000.0,1771000000.0,,,357000000.0,2762000000.0,1383000000.0,2311000000.0,2153000000.0,,4270000000.0,,60852000000.0,,22077000000.0,3803000000.0,,,,,,,,0.13034518289541475,0.02627511591962906,0.20328254949584162,0.10178847427688231,,,,3803000000.0,,,0.0,4270000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20241031,2024,FY,10-K,18587000000.0,2349000000.0,,,430000000.0,3609000000.0,2579000000.0,4593000000.0,3122000000.0,,14846000000.0,,71262000000.0,,24816000000.0,3904000000.0,,,,,,,,0.12637865174584387,0.02313444880830688,0.19416796685855706,0.13875289180610104,,,,3904000000.0,,,0.0,14846000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20250131,2025,Q1,10-Q,4970000000.0,582000000.0,,,154000000.0,847000000.0,627000000.0,64000000.0,656000000.0,,14846000000.0,,71262000000.0,,25224000000.0,3905000000.0,,,,,,,,0.117102615694165,0.030985915492957747,0.1704225352112676,0.1261569416498994,,,,3905000000.0,,,0.0,14846000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20250430,2025,Q2,10-Q,9739000000.0,1172000000.0,,,270000000.0,1592000000.0,701000000.0,1157000000.0,1216000000.0,,14846000000.0,,71262000000.0,,24816000000.0,4172000000.0,,,,,,,,0.12034089742273334,0.027723585583735496,0.163466474997433,0.07197864257110587,,,,4172000000.0,,,0.0,14846000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20250731,2025,Q3,10-Q,15787000000.0,1719000000.0,,,447000000.0,2448000000.0,1213000000.0,2311000000.0,1759000000.0,,14846000000.0,,77340000000.0,,24816000000.0,5311000000.0,,,,,,,,0.10888705897257236,0.028314435928295432,0.15506429340596695,0.07683537087477038,,,,5311000000.0,,,0.0,14846000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20251031,2025,FY,10-K,21956000000.0,2518000000.0,,,643000000.0,3609000000.0,2579000000.0,4428000000.0,2828000000.0,,14846000000.0,,75906000000.0,,24816000000.0,5358000000.0,,,,,,,,0.11468391328110766,0.029285844416104937,0.16437420295135727,0.11746219712151576,,,,5358000000.0,,,0.0,14846000000.0,
1645590,HEWLETT PACKARD ENTERPRISE CO,20260131,2026,Q1,10-Q,5861000000.0,744000000.0,,,216000000.0,1273000000.0,627000000.0,1178000000.0,569000000.0,,5773000000.0,,75906000000.0,,24774000000.0,5483000000.0,,,,,,,,0.12694079508616277,0.036853779218563386,0.21719843030199626,0.10697833134277428,,,,5483000000.0,,,0.0,5773000000.0,
1652044,ALPHABET INC.,20221231,2022,FY,10-K,282836000000.0,39500000000.0,,15724000000.0,19362000000.0,91855000000.0,76033000000.0,91652000000.0,31485000000.0,,21879000000.0,,365264000000.0,109120000000.0,256144000000.0,3908000000.0,599000000.0,,,,,12501000000.0,0.11131892686928113,0.13965690364734334,0.06845663211189523,0.32476417429181575,0.2688236292409736,2.9109734794346513,,,4507000000.0,,0.2127275170063217,0.0,21879000000.0,
1652044,ALPHABET INC.,20230331,2023,Q1,10-Q,69787000000.0,11468000000.0,,3759000000.0,5284000000.0,21973000000.0,16436000000.0,25106000000.0,9786000000.0,,25924000000.0,,369491000000.0,109120000000.0,260894000000.0,3908000000.0,610000000.0,,,,,12799000000.0,0.14022668978463038,0.1643285998824996,0.07571610758450714,0.3148580681215699,0.23551664350093857,2.565501737175557,,,4518000000.0,,0.21952512645621677,0.0,25924000000.0,
1652044,ALPHABET INC.,20230630,2023,Q2,10-Q,144391000000.0,22056000000.0,,7240000000.0,11058000000.0,45191000000.0,33419000000.0,52175000000.0,16614000000.0,,25929000000.0,,383044000000.0,115903000000.0,267141000000.0,3908000000.0,667000000.0,,,,,12746000000.0,0.11506257315206626,0.1527519028194278,0.07658372059200366,0.3129765705618771,0.2314479434313773,3.1404237390152883,,,4575000000.0,,0.2462826630468658,0.0,25929000000.0,
1652044,ALPHABET INC.,20230930,2023,Q3,10-Q,221084000000.0,33314000000.0,,11219000000.0,16801000000.0,69128000000.0,53108000000.0,82831000000.0,23890000000.0,,30702000000.0,,396711000000.0,123509000000.0,273202000000.0,4303000000.0,884000000.0,,,,,12550000000.0,0.10805847551157026,0.15068480758444755,0.07599373993595195,0.31267753433084255,0.24021638834108303,3.467182921724571,,,5187000000.0,,0.2666000253297389,0.0,30702000000.0,
1652044,ALPHABET INC.,20231231,2023,FY,10-K,307394000000.0,45427000000.0,,16425000000.0,22460000000.0,95858000000.0,76033000000.0,101746000000.0,32251000000.0,,24048000000.0,,402392000000.0,119013000000.0,283379000000.0,4137000000.0,911000000.0,,,,,12501000000.0,0.10491746748472644,0.14778102370247956,0.07306583732929074,0.311840829684379,0.24734705296785234,3.1548169049021735,,,5048000000.0,,0.22607793255561268,0.0,24048000000.0,
1652044,ALPHABET INC.,20240331,2024,Q1,10-Q,80539000000.0,11903000000.0,,3759000000.0,5284000000.0,27897000000.0,23662000000.0,28848000000.0,12012000000.0,,24493000000.0,,407350000000.0,119013000000.0,292844000000.0,4137000000.0,921000000.0,,,,,12460000000.0,0.1491451346552602,0.1477917530637331,0.0656079663268727,0.3463787730167993,0.2937955524652653,2.4015984015984015,,,5058000000.0,,0.20904158233899106,0.0,24493000000.0,
1652044,ALPHABET INC.,20240630,2024,Q2,10-Q,165281000000.0,23763000000.0,,7240000000.0,11129000000.0,57571000000.0,47281000000.0,55488000000.0,25198000000.0,,27225000000.0,,414770000000.0,119013000000.0,300753000000.0,4251000000.0,985000000.0,,,,,12460000000.0,0.1524555151529819,0.14377333147790733,0.06733381332397553,0.34832194868133665,0.28606433891372873,2.202079530121438,,,5236000000.0,,0.18326365401951827,0.0,27225000000.0,
1652044,ALPHABET INC.,20240930,2024,Q3,10-Q,253549000000.0,36210000000.0,,11219000000.0,16975000000.0,88427000000.0,73582000000.0,86186000000.0,38259000000.0,,24048000000.0,,430266000000.0,119013000000.0,314119000000.0,4896000000.0,1015000000.0,,,,,12460000000.0,0.15089391005288919,0.14281263187786186,0.0669495837096577,0.34875704498933147,0.29020820433131267,2.2526987114143076,,,5911000000.0,,0.18902460668352075,0.0,24048000000.0,
1652044,ALPHABET INC.,20241231,2024,FY,10-K,350018000000.0,49326000000.0,,16425000000.0,22785000000.0,121263000000.0,100118000000.0,125299000000.0,52535000000.0,,24048000000.0,,450256000000.0,125172000000.0,325084000000.0,5036000000.0,,,,,,12460000000.0,0.15009228096840735,0.14092418104211785,0.065096652172174,0.34644789696529893,0.28603671811164,2.385057580660512,,,5036000000.0,,0.20788645155392008,0.0,24048000000.0,
1652044,ALPHABET INC.,20250331,2025,Q1,10-Q,90234000000.0,13556000000.0,,3539000000.0,5516000000.0,32682000000.0,34540000000.0,36150000000.0,17197000000.0,,23466000000.0,,475374000000.0,130107000000.0,345267000000.0,5036000000.0,,,,,,11691000000.0,0.19058226389165947,0.15023162001019572,0.061129951016246645,0.3621916350821198,0.38278254316554733,2.1021108332848755,,,5036000000.0,,0.2100427776669548,0.0,23466000000.0,
1652044,ALPHABET INC.,20250630,2025,Q2,10-Q,,27364000000.0,,8748000000.0,11514000000.0,65745000000.0,62736000000.0,63897000000.0,39643000000.0,,23466000000.0,,502053000000.0,139137000000.0,362916000000.0,5036000000.0,,,,23607000000.0,,11952000000.0,,,,,,1.611810407890422,,,5036000000.0,,,23607000000.0,23466000000.0,0.994027195323421
1652044,ALPHABET INC.,20250930,2025,Q3,10-Q,,42515000000.0,,16141000000.0,17882000000.0,99272000000.0,97715000000.0,112311000000.0,63596000000.0,,23466000000.0,,536469000000.0,149602000000.0,386867000000.0,5542000000.0,,,,21607000000.0,,12106000000.0,,,,,,1.7660072960563558,,,5542000000.0,,,21607000000.0,23466000000.0,1.0860369324755865
1652044,ALPHABET INC.,20251231,2025,FY,10-K,,61087000000.0,,21482000000.0,24953000000.0,139404000000.0,132170000000.0,164713000000.0,91447000000.0,,30708000000.0,,595281000000.0,180016000000.0,415265000000.0,6578000000.0,,,,46547000000.0,,12744000000.0,,,,,,1.8011853860706202,,,6578000000.0,,,46547000000.0,30708000000.0,0.6597202827249876
1730168,BROADCOM INC.,20230131,2023,Q1,10-Q,8915000000.0,1206000000.0,,,391000000.0,4123000000.0,,4036000000.0,103000000.0,,12647000000.0,,73249000000.0,50540000000.0,,,,,,,,,0.01155356141334829,0.13527762198541785,0.04385866517106001,0.46247896803140776,,39.18446601941748,,,0.0,,0.4411665731912507,0.0,12647000000.0,
1730168,BROADCOM INC.,20230430,2023,Q2,10-Q,17648000000.0,2507000000.0,,,904000000.0,8123000000.0,,8538000000.0,225000000.0,,12416000000.0,,73249000000.0,50540000000.0,,,,,,,,,0.012749320036264732,0.14205575702629192,0.05122393472348141,0.46027878513145964,,37.946666666666665,,,0.0,,0.47104487760652763,0.0,12416000000.0,
1730168,BROADCOM INC.,20230731,2023,Q3,10-Q,26524000000.0,3865000000.0,,,1533000000.0,12215000000.0,,13257000000.0,347000000.0,,12416000000.0,,73249000000.0,50540000000.0,,,,,,,,,0.013082491328608054,0.14571708641230582,0.057796712411401,0.4605263157894737,,38.20461095100865,,,0.0,,0.48672900015080683,0.0,12416000000.0,
1730168,BROADCOM INC.,20231031,2023,FY,10-K,35819000000.0,5253000000.0,,,2171000000.0,16486000000.0,,18085000000.0,452000000.0,,14189000000.0,,73249000000.0,50540000000.0,,,,,,,,,0.012619001088807615,0.14665401044138585,0.06061029062787906,0.4602585220134566,,40.01106194690266,,,0.0,,0.49228063318350596,0.0,14189000000.0,
1730168,BROADCOM INC.,20240131,2024,Q1,10-Q,11961000000.0,2308000000.0,,,1582000000.0,4123000000.0,,4815000000.0,122000000.0,,14189000000.0,,177870000000.0,107586000000.0,,,,,,,,,0.01019981606889056,0.19296045481147062,0.13226318869659728,0.34470362009865396,,39.467213114754095,,,0.0,,0.39235849845330656,0.0,14189000000.0,
1730168,BROADCOM INC.,20240430,2024,Q2,10-Q,24448000000.0,4723000000.0,,,3039000000.0,8123000000.0,,9395000000.0,254000000.0,,14189000000.0,,175211000000.0,105250000000.0,,,,,,,,,0.010389397905759162,0.19318553664921467,0.12430464659685864,0.3322562172774869,,36.988188976377955,,,0.0,,0.3738956151832461,0.0,14189000000.0,
1730168,BROADCOM INC.,20240731,2024,Q3,10-Q,37520000000.0,7076000000.0,,,4427000000.0,12215000000.0,,14358000000.0,426000000.0,,14189000000.0,,167966000000.0,102315000000.0,,,,,,,,,0.011353944562899787,0.18859275053304905,0.11799040511727078,0.3255597014925373,,33.70422535211268,,,0.0,,0.3713219616204691,0.0,14189000000.0,
1730168,BROADCOM INC.,20241031,2024,FY,10-K,51574000000.0,9310000000.0,,,5741000000.0,16759000000.0,,19962000000.0,548000000.0,,14189000000.0,,165645000000.0,97967000000.0,,,,,,,,,0.01062550897739171,0.18051731492612558,0.11131577926862372,0.32495055648194826,,36.42700729927007,,,0.0,,0.37642998410051576,0.0,14189000000.0,
1730168,BROADCOM INC.,20250131,2025,Q1,10-Q,14916000000.0,2308000000.0,,,1582000000.0,6260000000.0,,6113000000.0,122000000.0,,9348000000.0,,165645000000.0,97967000000.0,,,,,,,,,0.008179136497720568,0.15473317243228749,0.10606060606060606,0.41968356127648165,,50.10655737704918,,,0.0,,0.4016492357200322,0.0,9348000000.0,
1730168,BROADCOM INC.,20250430,2025,Q2,10-Q,29920000000.0,4946000000.0,,,3051000000.0,12089000000.0,,12668000000.0,254000000.0,,9472000000.0,,165645000000.0,97967000000.0,,,,,,,,,0.008489304812834225,0.16530748663101605,0.10197192513368984,0.40404411764705883,,49.874015748031496,,,0.0,,0.4149064171122995,0.0,9472000000.0,
1730168,BROADCOM INC.,20250731,2025,Q3,10-Q,45872000000.0,7996000000.0,,,5373000000.0,17976000000.0,,19834000000.0,426000000.0,,10718000000.0,,165645000000.0,97967000000.0,,,,,,,,,0.009286710847575864,0.1743111266131845,0.11713027554935472,0.391873038018835,,46.55868544600939,,,0.0,,0.423090338332752,0.0,10718000000.0,
1730168,BROADCOM INC.,20251031,2025,FY,10-K,63887000000.0,10977000000.0,,,7568000000.0,25484000000.0,,27537000000.0,623000000.0,,16178000000.0,,171092000000.0,97967000000.0,,,,,,,,,0.009751592655782867,0.1718189929093556,0.11845915444456619,0.3988917933225852,,44.20064205457464,,,0.0,,0.4212750637844945,0.0,16178000000.0,
1730168,BROADCOM INC.,20260131,2026,Q1,10-Q,,,,,2176000000.0,,,8260000000.0,250000000.0,,,,,,,9469000000.0,,,,,,,,,,,,33.04,,,9469000000.0,,,0.0,0.0,
