name,period,fy,fp,form,revenue,sbc,sbc_pct_revenue,net_income,rd_expense,rd_intensity,operating_margin
"META PLATFORMS, INC.",20240930,2024,Q3,10-Q,116116000000.0,12428000000.0,0.1070309001343484,41522000000.0,31693000000.0,0.2729425746667126,0.5062006958558682
"META PLATFORMS, INC.",20241231,2024,FY,10-K,164501000000.0,16690000000.0,0.10145834979726567,62360000000.0,43873000000.0,0.2667035458751011,0.5295347748645904
"META PLATFORMS, INC.",20250331,2025,Q1,10-Q,42314000000.0,4147000000.0,0.0980053882875644,16644000000.0,12150000000.0,0.2871390083660254,0.5143687668383986
"META PLATFORMS, INC.",20250630,2025,Q2,10-Q,89830000000.0,8981000000.0,0.0999777357230324,34981000000.0,25092000000.0,0.27932761883557833,0.5202716241790047
"META PLATFORMS, INC.",20250930,2025,Q3,10-Q,141073000000.0,14537000000.0,0.10304594075407768,41522000000.0,40237000000.0,0.2852211266507411,0.5082616801230568
"META PLATFORMS, INC.",20251231,2025,FY,10-K,200966000000.0,20427000000.0,0.10164405919409253,62360000000.0,57372000000.0,0.2854811261606441,0.5098822686424569
MICRON TECHNOLOGY INC,20230228,2023,Q2,10-Q,15473000000.0,303000000.0,0.019582498545854067,4569000000.0,1637000000.0,0.10579719511406967,0.3538421766948879
MICRON TECHNOLOGY INC,20230531,2023,Q3,10-Q,24115000000.0,448000000.0,0.01857764876632801,7195000000.0,2395000000.0,0.09931577856106158,0.3574123989218329
MICRON TECHNOLOGY INC,20230831,2023,FY,10-K,30758000000.0,596000000.0,0.019377072631510502,8687000000.0,3116000000.0,0.10130697704662202,0.3342545028935561
MICRON TECHNOLOGY INC,20231130,2024,Q1,10-Q,4726000000.0,188000000.0,0.03977994075327973,-195000000.0,849000000.0,0.17964451967837494,0.09140922556072789
MICRON TECHNOLOGY INC,20240229,2024,Q2,10-Q,10550000000.0,401000000.0,0.038009478672985784,793000000.0,1677000000.0,0.15895734597156397,0.07592417061611374
MICRON TECHNOLOGY INC,20240531,2024,Q3,10-Q,17361000000.0,620000000.0,0.035712228558262775,793000000.0,2527000000.0,0.145556131559242,0.054201946892460114
MICRON TECHNOLOGY INC,20240831,2024,FY,10-K,30758000000.0,833000000.0,0.02708238507055075,8687000000.0,3430000000.0,0.11151570323167956,0.3342545028935561
MICRON TECHNOLOGY INC,20241130,2025,Q1,10-Q,8709000000.0,220000000.0,0.02526122402112757,1870000000.0,888000000.0,0.10196348604891492,0.2748880468480882
MICRON TECHNOLOGY INC,20250228,2025,Q2,10-Q,16762000000.0,469000000.0,0.027979954659348525,3453000000.0,1786000000.0,0.10655053096289226,0.2625581672831404
MICRON TECHNOLOGY INC,20250531,2025,Q3,10-Q,26063000000.0,722000000.0,0.027702106434408933,5338000000.0,2751000000.0,0.1055519318574224,0.2643978053178836
MICRON TECHNOLOGY INC,20250831,2025,FY,10-K,37378000000.0,972000000.0,0.02600460163732677,8539000000.0,3798000000.0,0.10161057306436941,0.2613837016426775
MICRON TECHNOLOGY INC,20251130,2026,Q1,10-Q,13643000000.0,290000000.0,0.021256321923330646,5240000000.0,1171000000.0,0.08583156197317306,0.4497544528329546
MICRON TECHNOLOGY INC,20260228,2026,Q2,10-Q,37503000000.0,599000000.0,0.01597205556888782,19025000000.0,2421000000.0,0.06455483561315095,0.59384582566728
MICROSOFT CORP,20221231,2023,Q2,10-Q,102869000000.0,4730000000.0,0.04598081054545101,39270000000.0,13472000000.0,0.1309626806909759,0.4130010012734643
MICROSOFT CORP,20230331,2023,Q3,10-Q,155726000000.0,7195000000.0,0.046202946200377584,55998000000.0,20456000000.0,0.13135892529185877,0.4127056496667223
MICROSOFT CORP,20230630,2023,FY,10-K,211915000000.0,9611000000.0,0.04535308968218389,72738000000.0,27195000000.0,0.12832975485454073,0.417728806361041
MICROSOFT CORP,20230930,2024,Q1,10-Q,56517000000.0,2507000000.0,0.044358334660367676,22291000000.0,6659000000.0,0.11782295592476599,0.4758745156324646
MICROSOFT CORP,20231231,2024,Q2,10-Q,118537000000.0,5335000000.0,0.04500704421404287,44161000000.0,13801000000.0,0.11642778204273771,0.454938120586821
MICROSOFT CORP,20240331,2024,Q3,10-Q,180395000000.0,8038000000.0,0.044557775991574046,66100000000.0,21454000000.0,0.11892790820144683,0.45183070484215193
MICROSOFT CORP,20240630,2024,FY,10-K,245122000000.0,10734000000.0,0.04379043904667879,88136000000.0,29510000000.0,0.12038903076835208,0.44644299573273716
MICROSOFT CORP,20240630,,,8-K,245122000000.0,10734000000.0,0.04379043904667879,88136000000.0,29510000000.0,0.12038903076835208,0.44644299573273716
MICROSOFT CORP,20240930,2025,Q1,10-Q,65585000000.0,2832000000.0,0.04318060532133872,24667000000.0,7544000000.0,0.11502630174582602,0.4658382252039338
MICROSOFT CORP,20241231,2025,Q2,10-Q,135217000000.0,5921000000.0,0.04378887270091778,48775000000.0,15461000000.0,0.11434213153671506,0.4600383087925335
MICROSOFT CORP,20250331,2025,Q3,10-Q,205283000000.0,8901000000.0,0.0433596547205565,74599000000.0,23659000000.0,0.11525065397524394,0.4589030752668268
MICROSOFT CORP,20250630,2025,FY,10-K,281724000000.0,11974000000.0,0.042502591188539135,101832000000.0,32488000000.0,0.11531853871164686,0.4562195624085985
MICROSOFT CORP,20250930,2026,Q1,10-Q,77673000000.0,2983000000.0,0.038404593616829526,27747000000.0,8146000000.0,0.10487556808672255,0.48872838695557014
MICROSOFT CORP,20251231,2026,Q2,10-Q,158946000000.0,6202000000.0,0.039019541227838385,66205000000.0,16650000000.0,0.1047525574723491,0.47963459288060095
NVIDIA CORP,20230131,2022,FY,10-K,,2710000000.0,,9752000000.0,7339000000.0,,
NVIDIA CORP,20230731,2024,Q2,10-Q,,1576000000.0,,8232000000.0,3916000000.0,,
NVIDIA CORP,20231031,2024,Q3,10-Q,,2555000000.0,,17475000000.0,6210000000.0,,
NVIDIA CORP,20240131,2023,FY,10-K,,3549000000.0,,29760000000.0,8675000000.0,,
NVIDIA CORP,20240430,2025,Q1,10-Q,,1011000000.0,,29760000000.0,2720000000.0,,
NVIDIA CORP,20240731,2025,Q2,10-Q,,2164000000.0,,31480000000.0,5810000000.0,,
NVIDIA CORP,20241031,2025,Q3,10-Q,,3416000000.0,,50789000000.0,9200000000.0,,
NVIDIA CORP,20250131,2024,FY,10-K,,4737000000.0,,72880000000.0,12914000000.0,,
NVIDIA CORP,20250430,2026,Q1,10-Q,,1474000000.0,,18775000000.0,3989000000.0,,
NVIDIA CORP,20250731,2026,Q2,10-Q,,3099000000.0,,45197000000.0,8280000000.0,,
NVIDIA CORP,20251031,2026,Q3,10-Q,,4753000000.0,,77107000000.0,12985000000.0,,
NVIDIA CORP,20260131,2026,FY,10-K,,6386000000.0,,120067000000.0,18497000000.0,,
ORACLE CORP,20230228,2023,Q3,10-Q,36118000000.0,2583000000.0,0.071515587795559,5184000000.0,6397000000.0,0.17711390442438674,0.5787972755966554
ORACLE CORP,20230531,2023,FY,10-K,49954000000.0,3547000000.0,0.071005324898907,13746000000.0,8623000000.0,0.1726188093045602,0.5837770749089162
ORACLE CORP,20230831,2024,Q1,10-Q,12453000000.0,849000000.0,0.0681763430498675,2420000000.0,2216000000.0,0.1779490885730346,0.5784148397976391
ORACLE CORP,20231130,2024,Q2,10-Q,25394000000.0,1878000000.0,0.07395447743561472,4923000000.0,4442000000.0,0.17492321020713555,0.5825391824840513
ORACLE CORP,20240229,2024,Q3,10-Q,38674000000.0,2927000000.0,0.0756839220147903,7323000000.0,6689000000.0,0.1729585768216373,0.5850959300822258
ORACLE CORP,20240531,2024,FY,10-K,52961000000.0,3974000000.0,0.0750363475009913,10467000000.0,8915000000.0,0.16833141368176582,0.5918506070504711
ORACLE CORP,20240831,2025,Q1,10-Q,13307000000.0,1007000000.0,0.07567445705267904,2929000000.0,2306000000.0,0.17329225219809122,0.5884872623431276
ORACLE CORP,20241130,2025,Q2,10-Q,27366000000.0,2176000000.0,0.07951472630271139,6080000000.0,4777000000.0,0.1745596725864211,0.589673317254988
ORACLE CORP,20250228,2025,Q3,10-Q,41496000000.0,3374000000.0,0.08130904183535763,9016000000.0,7206000000.0,0.1736552920763447,0.5898881819934452
ORACLE CORP,20250531,2025,FY,10-K,57399000000.0,4674000000.0,0.0814299900695134,12443000000.0,9860000000.0,0.17177999616718062,0.5895747312670953
ORACLE CORP,20250831,2026,Q1,10-Q,14926000000.0,1124000000.0,0.07530483719683773,2929000000.0,2491000000.0,0.16688999062039395,0.5674661664210103
ORACLE CORP,20251130,2026,Q2,10-Q,30983000000.0,2280000000.0,0.0735887422134719,9062000000.0,5051000000.0,0.16302488461414325,0.564890423780783
ORACLE CORP,20260228,2026,Q3,10-Q,48173000000.0,3608000000.0,0.07489672638199822,12783000000.0,7658000000.0,0.15896871691611483,0.5624519959313309
QUALCOMM INC/DE,20221231,2023,Q1,10-Q,,634000000.0,,3399000000.0,2251000000.0,,
QUALCOMM INC/DE,20230331,2023,Q2,10-Q,,1262000000.0,,6333000000.0,4461000000.0,,
QUALCOMM INC/DE,20230630,2023,Q3,10-Q,,1876000000.0,,10063000000.0,6683000000.0,,
QUALCOMM INC/DE,20230930,2023,FY,10-K,,2484000000.0,,12936000000.0,8818000000.0,,
QUALCOMM INC/DE,20231231,2024,Q1,10-Q,,634000000.0,,2767000000.0,2251000000.0,,
QUALCOMM INC/DE,20240331,2024,Q2,10-Q,,1307000000.0,,5093000000.0,4461000000.0,,
QUALCOMM INC/DE,20240630,2024,Q3,10-Q,,1951000000.0,,7222000000.0,6683000000.0,,
QUALCOMM INC/DE,20240930,2024,FY,10-K,,2648000000.0,,12936000000.0,8893000000.0,,
QUALCOMM INC/DE,20241231,2025,Q1,10-Q,,759000000.0,,3180000000.0,2230000000.0,,
QUALCOMM INC/DE,20250331,2025,Q2,10-Q,,1461000000.0,,5992000000.0,4446000000.0,,
QUALCOMM INC/DE,20250630,2025,Q3,10-Q,,2120000000.0,,8658000000.0,6672000000.0,,
QUALCOMM INC/DE,20250930,2025,FY,10-K,,2783000000.0,,10142000000.0,9042000000.0,,
QUALCOMM INC/DE,20251231,2026,Q1,10-Q,,888000000.0,,3180000000.0,2453000000.0,,
"SALESFORCE, INC.",20230131,2022,FY,10-K,31352000000.0,3279000000.0,0.10458662924215362,4072000000.0,5055000000.0,0.16123373309517733,0.03285276856340903
"SALESFORCE, INC.",20230430,2024,Q1,10-Q,8247000000.0,776000000.0,0.09409482235964593,199000000.0,1318000000.0,0.1598156905541409,0.049957560324966656
"SALESFORCE, INC.",20230731,2024,Q2,10-Q,16850000000.0,1627000000.0,0.09655786350148368,1466000000.0,2647000000.0,0.1570919881305638,0.11204747774480713
"SALESFORCE, INC.",20231031,2024,Q3,10-Q,25570000000.0,2470000000.0,0.0965975752835354,2690000000.0,3927000000.0,0.153578412201799,0.13253813062182246
"SALESFORCE, INC.",20240131,2023,FY,10-K,34857000000.0,3279000000.0,0.09407005766417076,4136000000.0,5055000000.0,0.14502108615199244,0.14375878589666352
"SALESFORCE, INC.",20240430,2025,Q1,10-Q,9133000000.0,750000000.0,0.0821197853936275,1533000000.0,1368000000.0,0.14978648855797658,0.1871236176502792
"SALESFORCE, INC.",20240731,2025,Q2,10-Q,18458000000.0,1560000000.0,0.08451619893812981,2962000000.0,2717000000.0,0.1471990464839094,0.1891862606999675
"SALESFORCE, INC.",20241031,2025,Q3,10-Q,27902000000.0,2380000000.0,0.08529854490717512,4489000000.0,4073000000.0,0.14597519891047236,0.19299691778367142
"SALESFORCE, INC.",20250131,2024,FY,10-K,37895000000.0,3279000000.0,0.08652856577384879,6197000000.0,5493000000.0,0.14495316004749967,0.19013062409288825
"SALESFORCE, INC.",20250430,2026,Q1,10-Q,9829000000.0,814000000.0,0.08281615627225557,1541000000.0,1460000000.0,0.1485400345915149,0.19757859395665886
"SALESFORCE, INC.",20250731,2026,Q2,10-Q,20065000000.0,1607000000.0,0.08008970844754548,3428000000.0,2941000000.0,0.14657363568402693,0.2130077248940942
"SALESFORCE, INC.",20251031,2026,Q3,10-Q,30324000000.0,2426000000.0,0.08000263817438333,5514000000.0,4374000000.0,0.1442421844083894,0.21309853581321725
"SALESFORCE, INC.",20260131,2025,FY,10-K,41525000000.0,3509000000.0,0.08450331125827815,7457000000.0,5993000000.0,0.1443226971703793,0.20062612883804937
SYNOPSYS INC,20230131,2023,Q1,10-Q,1361340000.0,134227000.0,0.09859917434292682,313687000.0,465329000.0,0.3418168863032013,0.35198187080376686
SYNOPSYS INC,20230430,2023,Q2,10-Q,2756203000.0,277485000.0,0.10067654668397066,608468000.0,950926000.0,0.34501304874858635,0.3424617127258043
SYNOPSYS INC,20230731,2023,Q3,10-Q,4243491000.0,421949000.0,0.09943440436188035,880698000.0,1458328000.0,0.34366232896452475,0.34609334625665517
SYNOPSYS INC,20231031,2023,FY,10-K,5842619000.0,563292000.0,0.09641087327446818,1229888000.0,1946813000.0,0.33320895988596894,0.3505354362487097
SYNOPSYS INC,20240131,2024,Q1,10-Q,1649230000.0,180652000.0,0.10953717795577331,449112000.0,552056000.0,0.33473560388787493,0.38706426635460184
SYNOPSYS INC,20240430,2024,Q2,10-Q,2965701000.0,358487000.0,0.1208776609644735,741219000.0,1018670000.0,0.3434837159915986,0.38717119493839736
SYNOPSYS INC,20240731,2024,Q3,10-Q,4491450000.0,540026000.0,0.12023422280109987,1149274000.0,1527542000.0,0.340099967716439,0.39159358336394706
SYNOPSYS INC,20241031,2024,FY,10-K,6127436000.0,692316000.0,0.11298624742877772,2263380000.0,2082360000.0,0.3398419828456797,0.3854889712434369
SYNOPSYS INC,20250131,2025,Q1,10-Q,1510989000.0,186463000.0,0.12340460453385167,449112000.0,553216000.0,0.36612840993547935,0.40052707200383325
SYNOPSYS INC,20250430,2025,Q2,10-Q,3059581000.0,388186000.0,0.1268755427622279,741219000.0,1107195000.0,0.3618779826387992,0.375291257201558
SYNOPSYS INC,20250731,2025,Q3,10-Q,4799318000.0,655909000.0,0.13666712645421702,1149274000.0,1732496000.0,0.36098795703889597,0.3771921343824268
SYNOPSYS INC,20251031,2025,FY,10-K,7054178000.0,893294000.0,0.12663332283364553,2263380000.0,2479338000.0,0.3514708588300437,0.3732328557629252
SYNOPSYS INC,20260131,2026,Q1,10-Q,2408798000.0,258724000.0,0.10740792710721281,295683000.0,714988000.0,0.2968235609627706,0.42081237197971766
