name,period,fy,fp,form,revenue,rd_expense,rd_intensity,capex,capex_intensity,sbc,sbc_pct_revenue,operating_margin,total_debt,cash_and_investments
QUALCOMM INC/DE,20251231,2026,Q1,10-Q,,2453000000.0,,549000000.0,,888000000.0,,,0.0,7205000000.0
SYNOPSYS INC,20230131,2023,Q1,10-Q,1361340000.0,465329000.0,0.3418168863032013,43500000.0,0.03195381021640443,134227000.0,0.09859917434292682,0.35198187080376686,20824000.0,1565521000.0
SYNOPSYS INC,20230430,2023,Q2,10-Q,2756203000.0,950926000.0,0.34501304874858635,91368000.0,0.03314995303321272,277485000.0,0.10067654668397066,0.3424617127258043,20824000.0,1695438000.0
SYNOPSYS INC,20230731,2023,Q3,10-Q,4243491000.0,1458328000.0,0.34366232896452475,136520000.0,0.03217162473067576,421949000.0,0.09943440436188035,0.34609334625665517,20824000.0,1834587000.0
SYNOPSYS INC,20231031,2023,FY,10-K,5842619000.0,1946813000.0,0.33320895988596894,189618000.0,0.032454281205055474,563292000.0,0.09641087327446818,0.3505354362487097,20824000.0,1590552000.0
SYNOPSYS INC,20240131,2024,Q1,10-Q,1649230000.0,552056000.0,0.33473560388787493,43500000.0,0.026375945138034113,180652000.0,0.10953717795577331,0.38706426635460184,18078000.0,1593403000.0
SYNOPSYS INC,20240430,2024,Q2,10-Q,2965701000.0,1018670000.0,0.3434837159915986,91368000.0,0.03080823049929848,358487000.0,0.1208776609644735,0.38717119493839736,18078000.0,1659700000.0
SYNOPSYS INC,20240731,2024,Q3,10-Q,4491450000.0,1527542000.0,0.340099967716439,136520000.0,0.030395529283416267,540026000.0,0.12023422280109987,0.39159358336394706,18078000.0,1994246000.0
SYNOPSYS INC,20241031,2024,FY,10-K,6127436000.0,2082360000.0,0.3398419828456797,189618000.0,0.030945733256128663,692316000.0,0.11298624742877772,0.3854889712434369,18078000.0,4050401000.0
SYNOPSYS INC,20250131,2025,Q1,10-Q,1510989000.0,553216000.0,0.36612840993547935,40715000.0,0.026945927468697655,186463000.0,0.12340460453385167,0.40052707200383325,15601000.0,4052021000.0
SYNOPSYS INC,20250430,2025,Q2,10-Q,3059581000.0,1107195000.0,0.3618779826387992,96303000.0,0.03147587855984202,388186000.0,0.1268755427622279,0.375291257201558,10050643000.0,14272964000.0
SYNOPSYS INC,20250731,2025,Q3,10-Q,4799318000.0,1732496000.0,0.36098795703889597,134908000.0,0.028109827271291462,655909000.0,0.13666712645421702,0.3771921343824268,14340133000.0,4050401000.0
SYNOPSYS INC,20251031,2025,FY,10-K,7054178000.0,2479338000.0,0.3514708588300437,189618000.0,0.026880240334167922,893294000.0,0.12663332283364553,0.3732328557629252,13484515000.0,4050401000.0
SYNOPSYS INC,20260131,2026,Q1,10-Q,2408798000.0,714988000.0,0.2968235609627706,40715000.0,0.01690262114133273,258724000.0,0.10740792710721281,0.42081237197971766,13484515000.0,2961940000.0
